Sentence #,Word,POS,Tag
Sentence: 1,%,,I-TEMUAN
Sentence: 1,.,,I-TEMUAN
Sentence: 1,Pemetaan,,O
Sentence: 1,dapat,,O
Sentence: 1,dilakukan,,O
Sentence: 1,dengan,,O
Sentence: 1,menggunakan,,O
Sentence: 1,peta,,O
Sentence: 1,klasifikasi,,O
Sentence: 1,yang,,O
Sentence: 1,menunjukkan,,O
Sentence: 1,7,,O
Sentence: 1,kelas,,O
Sentence: 1,tutupan,,O
Sentence: 1,lahan,,O
Sentence: 1,di,,O
Sentence: 1,Kutai,,O
Sentence: 1,Timur,,O
Sentence: 1,",",,O
Sentence: 1,Kalimantan,,O
Sentence: 1,Timur,,O
Sentence: 1,antara,,O
Sentence: 2,Chatbot,,O
Sentence: 2,Halo,,O
Sentence: 2,WARKOP,,O
Sentence: 2,dibuat.,,O
Sentence: 2,Fitur,,O
Sentence: 2,chatbot,,O
Sentence: 2,dibuat,,O
Sentence: 2,dengan,,O
Sentence: 2,menggunakan,,O
Sentence: 2,metode,,B-METODE
Sentence: 2,TF-IDF,,I-METODE
Sentence: 2,dan,,I-METODE
Sentence: 2,Cosine,,I-METODE
Sentence: 2,Similarity.,,I-METODE
Sentence: 2,Pada,,O
Sentence: 2,pengujian,,O
Sentence: 2,sistem,,O
Sentence: 2,didapatkan,,O
Sentence: 2,hasil,,O
Sentence: 2,SUS,,B-METODE
Sentence: 2,bahwa,,O
Sentence: 2,sistem,,B-TEMUAN
Sentence: 2,dapat,,I-TEMUAN
Sentence: 2,diterima,,I-TEMUAN
Sentence: 2,oleh,,I-TEMUAN
Sentence: 2,pengguna,,I-TEMUAN
Sentence: 2,",",,I-TEMUAN
Sentence: 2,serta,,I-TEMUAN
Sentence: 2,precision,,I-TEMUAN
Sentence: 2,sebesar,,I-TEMUAN
Sentence: 2,90.45,,I-TEMUAN
Sentence: 2,%,,I-TEMUAN
Sentence: 2,dan,,I-TEMUAN
Sentence: 2,recall,,I-TEMUAN
Sentence: 2,sebesar,,I-TEMUAN
Sentence: 2,100,,I-TEMUAN
Sentence: 2,%,,I-TEMUAN
Sentence: 2,.,,I-TEMUAN
Sentence: 2,Kata,,O
Sentence: 2,Kunci—,,O
Sentence: 2,WARKOP,,O
Sentence: 2,",",,O
Sentence: 2,Pusdiklat,,O
Sentence: 2,",",,O
Sentence: 2,TF-IDF,,O
Sentence: 2,",",,O
Sentence: 2,Cosine,,O
Sentence: 2,Berdasarkan,,O
Sentence: 2,pemaparan,,O
Sentence: 2,sistem,,O
Sentence: 2,diatas,,O
Sentence: 2,maka,,O
Sentence: 2,dapat,,O
Sentence: 2,disimpulkan,,O
Sentence: 2,:,,O
Sentence: 2,1.,,O
Sentence: 2,Metode,,B-METODE
Sentence: 2,TF-IDF,,I-METODE
Sentence: 2,dan,,I-METODE
Sentence: 2,Cosine,,I-METODE
Sentence: 2,similarity,,I-METODE
Sentence: 2,berhasil,,O
Sentence: 2,diterapkan,,O
Sentence: 2,pada,,O
Sentence: 2,sistem,,O
Sentence: 2,dengan,,O
Sentence: 2,precision,,O
Sentence: 2,90.45,,O
Sentence: 2,%,,O
Sentence: 2,dan,,O
Sentence: 2,pertanyaan,,O
Sentence: 2,dan,,O
Sentence: 2,jawaban,,O
Sentence: 2,berhasil,,O
Sentence: 2,dibuat,,O
Sentence: 2,dan,,O
Sentence: 2,telah,,O
Sentence: 2,diuji,,O
Sentence: 2,menggunakan,,O
Sentence: 2,SUS,,B-METODE
Sentence: 2,dengan,,O
Sentence: 2,hasil,,O
Sentence: 2,akhir,,O
Sentence: 2,diterima,,O
Sentence: 2,oleh,,O
Sentence: 2,pengguna.,,O
Sentence: 2,Adapun,,O
Sentence: 2,kekurangan,,O
Sentence: 2,dari,,O
Sentence: 3,yang,,O
Sentence: 3,ditujukan,,O
Sentence: 3,untuk,,O
Sentence: 3,IndiHome,,O
Sentence: 3,pada,,O
Sentence: 3,Januari,,O
Sentence: 3,2020,,O
Sentence: 3,hingga,,O
Sentence: 3,Desember,,O
Sentence: 3,2020,,O
Sentence: 3,dengan,,O
Sentence: 3,mengklasifikasi,,O
Sentence: 3,entitas,,O
Sentence: 3,pada,,O
Sentence: 3,tweet,,O
Sentence: 3,dalam,,O
Sentence: 3,kelas-kelas,,O
Sentence: 3,tertentu,,O
Sentence: 3,menggunakan,,O
Sentence: 3,Named,,B-METODE
Sentence: 3,Entity,,I-METODE
Sentence: 3,Recognition,,I-METODE
Sentence: 3,(,,I-METODE
Sentence: 3,NER,,I-METODE
Sentence: 3,),,I-METODE
Sentence: 3,pada,,O
Sentence: 3,spaCy.,,O
Sentence: 3,Informasi,,O
Sentence: 3,yang,,O
Sentence: 3,akan,,O
Sentence: 3,diekstrak,,O
Sentence: 3,adalah,,O
Sentence: 3,gangguan,,O
Sentence: 3,yang,,O
Sentence: 3,terjadi,,O
Sentence: 3,pada,,O
Sentence: 3,IndiHome,,O
Sentence: 3,dan,,O
Sentence: 3,lokasi,,O
Sentence: 3,terjadinya,,O
Sentence: 3,gangguan,,O
Sentence: 3,tersebut.,,O
Sentence: 3,Ekstraksi,,O
Sentence: 3,tersebut,,O
Sentence: 3,dilakukan,,O
Sentence: 3,untuk,,O
Sentence: 3,memperoleh,,B-TUJUAN
Sentence: 3,informasi,,I-TUJUAN
Sentence: 3,terkait,,I-TUJUAN
Sentence: 3,jenis,,I-TUJUAN
Sentence: 3,gangguan,,I-TUJUAN
Sentence: 3,apa,,I-TUJUAN
Sentence: 3,saja,,I-TUJUAN
Sentence: 3,yang,,I-TUJUAN
Sentence: 3,terjadi,,I-TUJUAN
Sentence: 3,pada,,I-TUJUAN
Sentence: 3,layanan,,I-TUJUAN
Sentence: 3,IndiHome,,I-TUJUAN
Sentence: 3,serta,,I-TUJUAN
Sentence: 3,wilayah,,I-TUJUAN
Sentence: 3,mana,,I-TUJUAN
Sentence: 3,saja,,I-TUJUAN
Sentence: 3,yang,,I-TUJUAN
Sentence: 3,mengalami,,I-TUJUAN
Sentence: 3,gangguan,,I-TUJUAN
Sentence: 3,layanan,,I-TUJUAN
Sentence: 3,IndiHome.,,I-TUJUAN
Sentence: 3,Model,,O
Sentence: 3,dibangun,,O
Sentence: 3,menggunakan,,O
Sentence: 3,data,,O
Sentence: 3,berlabel,,O
Sentence: 3,yang,,O
Sentence: 3,di-split,,O
Sentence: 3,menjadi,,O
Sentence: 3,train,,O
Sentence: 3,dan,,O
Sentence: 3,test,,O
Sentence: 3,data.,,O
Sentence: 3,Model,,B-TEMUAN
Sentence: 3,tersebut,,I-TEMUAN
Sentence: 3,menghasilkan,,I-TEMUAN
Sentence: 3,akurasi,,I-TEMUAN
Sentence: 3,sebesar,,I-TEMUAN
Sentence: 3,"86,15",,I-TEMUAN
Sentence: 3,%,,I-TEMUAN
Sentence: 3,.,,I-TEMUAN
Sentence: 3,Gangguan,,I-TEMUAN
Sentence: 3,IndiHome,,I-TEMUAN
Sentence: 3,paling,,I-TEMUAN
Sentence: 3,banyak,,I-TEMUAN
Sentence: 3,terjadi,,I-TEMUAN
Sentence: 3,di,,I-TEMUAN
Sentence: 3,Pulau,,I-TEMUAN
Sentence: 3,Jawa,,I-TEMUAN
Sentence: 3,",",,I-TEMUAN
Sentence: 3,tepatnya,,I-TEMUAN
Sentence: 3,Kota,,I-TEMUAN
Sentence: 3,Bekasi.,,I-TEMUAN
Sentence: 3,Kata,,O
Sentence: 3,Kunci—,,O
Sentence: 3,Twitter,,O
Sentence: 3,",",,O
Sentence: 3,Named,,O
Sentence: 3,Entity,,O
Sentence: 3,Recognition,,O
Sentence: 3,(,,O
Sentence: 3,NER,,O
Sentence: 3,),,O
Sentence: 3,",",,O
Sentence: 3,SpaCy,,O
Sentence: 3,",",,O
Sentence: 3,Gangguan,,O
Sentence: 3,IndiHome.,,O
Sentence: 3,[SEP],,O
Sentence: 3,Berdasarkan,,O
Sentence: 3,hasil,,O
Sentence: 3,dan,,O
Sentence: 3,pembahasan,,O
Sentence: 3,diatas,,O
Sentence: 3,dapat,,O
Sentence: 3,disimpulkan,,O
Sentence: 3,bahwa,,O
Sentence: 3,:,,O
Sentence: 3,1.,,O
Sentence: 3,Telah,,O
Sentence: 3,berhasil,,O
Sentence: 3,dibangun,,O
Sentence: 3,model,,O
Sentence: 3,Name,,B-METODE
Sentence: 3,Entity,,I-METODE
Sentence: 3,Recognition,,I-METODE
Sentence: 3,(,,I-METODE
Sentence: 3,NER,,I-METODE
Sentence: 3,),,I-METODE
Sentence: 3,untuk,,O
Sentence: 3,teks,,O
Sentence: 3,berbahasa,,O
Sentence: 3,Indonesia,,O
Sentence: 3,menggunakan,,O
Sentence: 3,spaCy,,O
Sentence: 3,dengan,,O
Sentence: 3,hasil,,O
Sentence: 3,akurasi,,B-METODE
Sentence: 3,"86,15",,O
Sentence: 3,%,,O
Sentence: 3,.,,O
Sentence: 3,Entitas,,O
Sentence: 3,berupa,,O
Sentence: 3,jenis,,O
Sentence: 3,gangguan,,O
Sentence: 3,dan,,O
Sentence: 3,lokasi,,O
Sentence: 3,pada,,O
Sentence: 3,tweet,,O
Sentence: 3,telah,,O
Sentence: 3,berhasil,,O
Sentence: 3,diekstraksi,,O
Sentence: 3,yang,,O
Sentence: 3,masing-masing,,O
Sentence: 3,diklasifikasikan,,O
Sentence: 3,ke,,O
Sentence: 3,dalam,,O
Sentence: 4,memiliki,,O
Sentence: 4,potensi,,O
Sentence: 4,untuk,,O
Sentence: 4,membantu,,O
Sentence: 4,mengatasi,,O
Sentence: 4,masalah,,O
Sentence: 4,meningkatnya,,O
Sentence: 4,kasus,,O
Sentence: 4,depresi,,O
Sentence: 4,di,,O
Sentence: 4,Indonesia.,,O
Sentence: 4,Penelitian,,O
Sentence: 4,ini,,O
Sentence: 4,mencoba,,O
Sentence: 4,mendeteksi,,B-TUJUAN
Sentence: 4,indikasi,,I-TUJUAN
Sentence: 4,depresi,,I-TUJUAN
Sentence: 4,pada,,I-TUJUAN
Sentence: 4,tweet,,I-TUJUAN
Sentence: 4,berbahasa,,I-TUJUAN
Sentence: 4,Indonesia.,,I-TUJUAN
Sentence: 4,Lexicon,,O
Sentence: 4,LabMT,,O
Sentence: 4,dan,,O
Sentence: 4,Sentitsrength,,O
Sentence: 4,digunakan,,O
Sentence: 4,untuk,,O
Sentence: 4,mengklasifikasikan,,O
Sentence: 4,tweet,,O
Sentence: 4,terindikasi,,O
Sentence: 4,depresi,,O
Sentence: 4,dan,,O
Sentence: 4,tweet,,O
Sentence: 4,tidak,,O
Sentence: 4,terindikasi,,O
Sentence: 4,depresi.,,O
Sentence: 4,Hasil,,O
Sentence: 4,dari,,O
Sentence: 4,penelitian,,O
Sentence: 4,ini,,O
Sentence: 4,yaitu,,O
Sentence: 4,proporsi,,B-TEMUAN
Sentence: 4,pengguna,,I-TEMUAN
Sentence: 4,yang,,I-TEMUAN
Sentence: 4,terindikasi,,I-TEMUAN
Sentence: 4,depresi,,I-TEMUAN
Sentence: 4,berdasarkan,,I-TEMUAN
Sentence: 4,lexicon,,I-TEMUAN
Sentence: 4,LabMT,,I-TEMUAN
Sentence: 4,sebesar,,I-TEMUAN
Sentence: 4,"7,04",,I-TEMUAN
Sentence: 4,%,,I-TEMUAN
Sentence: 4,lebih,,I-TEMUAN
Sentence: 4,mendekati,,I-TEMUAN
Sentence: 4,prevalensi,,I-TEMUAN
Sentence: 4,depresi,,I-TEMUAN
Sentence: 4,penduduk,,I-TEMUAN
Sentence: 4,usia,,I-TEMUAN
Sentence: 4,15,,I-TEMUAN
Sentence: 4,keatas,,I-TEMUAN
Sentence: 4,sebesar,,I-TEMUAN
Sentence: 4,"5,9",,I-TEMUAN
Sentence: 4,%,,I-TEMUAN
Sentence: 4,dibanding,,I-TEMUAN
Sentence: 4,dengan,,I-TEMUAN
Sentence: 4,lexicon,,I-TEMUAN
Sentence: 4,Sentistrength,,I-TEMUAN
Sentence: 4,sebesar,,I-TEMUAN
Sentence: 4,"48,4",,I-TEMUAN
Sentence: 4,%,,I-TEMUAN
Sentence: 4,.,,I-TEMUAN
Sentence: 4,Jika,,O
Sentence: 4,dilihat,,O
Sentence: 4,dari,,O
Sentence: 4,kata-kata,,O
Sentence: 4,yang,,O
Sentence: 4,sering,,O
Sentence: 4,muncul,,O
Sentence: 4,pada,,O
Sentence: 4,tweet,,O
Sentence: 4,yang,,O
Sentence: 4,terindikasi,,O
Sentence: 4,depresi,,O
Sentence: 4,berdasarkan,,O
Sentence: 4,LabMT,,O
Sentence: 4,Mental,,O
Sentence: 4,",",,O
Sentence: 4,Deteksi,,O
Sentence: 4,",",,O
Sentence: 4,Lexicon.,,O
Sentence: 4,[SEP],,O
Sentence: 4,jauh,,O
Sentence: 4,lebih,,O
Sentence: 4,sedikit,,O
Sentence: 4,dibanding,,O
Sentence: 4,Penelitian,,O
Sentence: 4,ini,,O
Sentence: 4,menunjukkan,,O
Sentence: 4,bahwa,,O
Sentence: 4,deteksi,,B-METODE
Sentence: 4,indikasi,,O
Sentence: 4,depresi,,O
Sentence: 4,pada,,O
Sentence: 4,tweet,,O
Sentence: 4,berbahasa,,O
Sentence: 4,Indonesia,,O
Sentence: 4,dapat,,O
Sentence: 4,dilakukan,,O
Sentence: 4,menggunakan,,O
Sentence: 4,lexicon,,O
Sentence: 4,LabMT,,O
Sentence: 4,dan,,O
Sentence: 4,Sentistrength.,,O
Sentence: 4,Lexicon,,O
Sentence: 5,",",,O
Sentence: 5,Lowongan,,O
Sentence: 5,Pekerjaan,,O
Sentence: 5,",",,O
Sentence: 5,Pelatihan,,O
Sentence: 5,[SEP],,O
Sentence: 5,1.,,O
Sentence: 5,Kesimpulan,,O
Sentence: 5,Berdasarkan,,O
Sentence: 5,hasil,,O
Sentence: 5,dan,,O
Sentence: 5,pembahasan,,O
Sentence: 5,pada,,O
Sentence: 5,bagian,,O
Sentence: 5,sebelumnya,,O
Sentence: 5,",",,O
Sentence: 5,berikut,,O
Sentence: 5,adalah,,O
Sentence: 5,beberapa,,O
Sentence: 5,hal,,O
Sentence: 5,yang,,O
Sentence: 5,dapat,,O
Sentence: 5,disimpulkan,,O
Sentence: 5,:,,O
Sentence: 5,•,,O
Sentence: 5,Sistem,,B-TUJUAN
Sentence: 5,Informasi,,I-TUJUAN
Sentence: 5,berbasis,,I-TUJUAN
Sentence: 5,web,,I-TUJUAN
Sentence: 5,yang,,I-TUJUAN
Sentence: 5,dirancang,,I-TUJUAN
Sentence: 5,berguna,,I-TUJUAN
Sentence: 5,sebagai,,I-TUJUAN
Sentence: 5,media,,I-TUJUAN
Sentence: 5,penghubung,,I-TUJUAN
Sentence: 5,antara,,I-TUJUAN
Sentence: 5,penyandang,,I-TUJUAN
Sentence: 5,disabilitas,,I-TUJUAN
Sentence: 5,",",,I-TUJUAN
Sentence: 5,pemilik,,I-TUJUAN
Sentence: 5,usaha,,I-TUJUAN
Sentence: 5,",",,I-TUJUAN
Sentence: 5,pelaksana,,I-TUJUAN
Sentence: 5,kegiatan,,I-TUJUAN
Sentence: 5,",",,I-TUJUAN
Sentence: 5,serta,,I-TUJUAN
Sentence: 5,organisasi,,I-TUJUAN
Sentence: 5,payung,,I-TUJUAN
Sentence: 5,yaitu,,I-TUJUAN
Sentence: 5,PPDI,,I-TUJUAN
Sentence: 5,•,,O
Sentence: 5,Sistem,,B-TEMUAN
Sentence: 5,yang,,I-TEMUAN
Sentence: 5,dirancang,,I-TEMUAN
Sentence: 5,mempunyai,,I-TEMUAN
Sentence: 5,informasi,,I-TEMUAN
Sentence: 5,yang,,I-TEMUAN
Sentence: 5,bersifat,,I-TEMUAN
Sentence: 5,valid,,I-TEMUAN
Sentence: 5,",",,I-TEMUAN
Sentence: 5,karena,,I-TEMUAN
Sentence: 5,harus,,I-TEMUAN
Sentence: 5,melalui,,I-TEMUAN
Sentence: 5,proses,,I-TEMUAN
Sentence: 5,verifikasi,,I-TEMUAN
Sentence: 5,dan,,I-TEMUAN
Sentence: 5,persetujuan,,I-TEMUAN
Sentence: 5,admin,,I-TEMUAN
Sentence: 5,terlebih,,I-TEMUAN
Sentence: 5,dahulu,,I-TEMUAN
Sentence: 5,•,,O
Sentence: 5,Rancangan,,O
Sentence: 5,dari,,O
Sentence: 5,proses,,O
Sentence: 5,bisnis,,O
Sentence: 5,dan,,O
Sentence: 5,use,,O
Sentence: 5,case,,O
Sentence: 5,diagram,,O
Sentence: 5,telah,,O
Sentence: 5,selesai,,O
Sentence: 5,dikerjakan,,O
Sentence: 5,•,,O
Sentence: 5,Prototype,,O
Sentence: 5,antarmuka,,O
Sentence: 5,telah,,O
Sentence: 5,selesai,,O
Sentence: 5,dikerjakan,,O
Sentence: 5,•,,O
Sentence: 5,Rancangan,,O
Sentence: 5,Database,,O
Sentence: 5,dari,,O
Sentence: 5,sistem,,O
Sentence: 5,telah,,O
Sentence: 5,selesai,,O
Sentence: 5,Setelah,,O
Sentence: 5,dilakukan,,O
Sentence: 5,evaluasi,,O
Sentence: 5,",",,O
Sentence: 5,rancangan,,O
Sentence: 5,proses,,O
Sentence: 5,bisnis,,O
Sentence: 5,",",,O
Sentence: 5,use,,O
Sentence: 5,case,,O
Sentence: 5,diagram,,O
Sentence: 5,",",,O
Sentence: 5,dan,,O
Sentence: 5,basis,,O
Sentence: 5,data,,O
Sentence: 5,tidak,,O
Sentence: 5,ada,,O
Sentence: 5,yang,,O
Sentence: 5,perlu,,O
Sentence: 5,direvisi,,O
Sentence: 5,•,,O
Sentence: 5,Berdasarkan,,O
Sentence: 5,hasil,,O
Sentence: 5,evaluasi,,O
Sentence: 5,menggunakan,,O
Sentence: 5,metode,,B-METODE
Sentence: 5,rancangan,,I-METODE
Sentence: 5,antarmuka,,I-METODE
Sentence: 5,yang,,I-METODE
Sentence: 5,SUS,,I-METODE
Sentence: 5,",",,I-METODE
Sentence: 5,produk,,O
Sentence: 5,dihasilkan,,O
Sentence: 5,masuk,,O
Sentence: 5,dalam,,O
Sentence: 5,kategori,,O
Sentence: 5,B,,O
Sentence: 5,alias,,O
Sentence: 5,Good,,O
Sentence: 5,2.,,O
Sentence: 5,Saran,,O
Sentence: 5,Saran,,O
Sentence: 5,yang,,O
Sentence: 5,dapat,,O
Sentence: 5,peneliti,,O
Sentence: 5,berikan,,O
Sentence: 5,untuk,,O
Sentence: 5,pembaca,,O
Sentence: 5,ataupun,,O
Sentence: 5,pihak,,O
Sentence: 5,lain,,O
Sentence: 5,adalah,,O
Sentence: 5,sebagai,,O
Sentence: 5,berikut,,O
Sentence: 5,:,,O
Sentence: 5,1.,,O
Sentence: 6,langsung,,O
Sentence: 6,untuk,,O
Sentence: 6,melihat,,O
Sentence: 6,ketersediaan,,O
Sentence: 6,inventaris.,,O
Sentence: 6,Melihat,,O
Sentence: 6,permasalahan,,O
Sentence: 6,tadi,,O
Sentence: 6,",",,O
Sentence: 6,diperlukan,,O
Sentence: 6,implementasi,,B-TUJUAN
Sentence: 6,yang,,I-TUJUAN
Sentence: 6,mampu,,I-TUJUAN
Sentence: 6,meningkatkan,,I-TUJUAN
Sentence: 6,efektivitas,,I-TUJUAN
Sentence: 6,kegiatan,,I-TUJUAN
Sentence: 6,KSR.,,I-TUJUAN
Sentence: 6,Sistem,,O
Sentence: 6,informasi,,O
Sentence: 6,ini,,O
Sentence: 6,dibuat,,O
Sentence: 6,dengan,,O
Sentence: 6,menggunakan,,O
Sentence: 6,metode,,O
Sentence: 6,System,,B-METODE
Sentence: 6,Development,,I-METODE
Sentence: 6,Life,,I-METODE
Sentence: 6,Cycle,,I-METODE
Sentence: 6,(,,I-METODE
Sentence: 6,SDLC,,I-METODE
Sentence: 6,),,I-METODE
Sentence: 6,model,,I-METODE
Sentence: 6,waterfall.,,I-METODE
Sentence: 6,Setelah,,O
Sentence: 6,sistem,,O
Sentence: 6,selesai,,O
Sentence: 6,dibangun,,O
Sentence: 6,",",,O
Sentence: 6,dilakukan,,O
Sentence: 6,uji,,O
Sentence: 6,coba,,O
Sentence: 6,menggunakan,,O
Sentence: 6,Black,,B-METODE
Sentence: 6,Box,,I-METODE
Sentence: 6,Testing,,I-METODE
Sentence: 6,untuk,,O
Sentence: 6,mengevaluasi,,O
Sentence: 6,kesesuaian,,O
Sentence: 6,fitur-fitur,,O
Sentence: 6,sistem,,O
Sentence: 6,informasi,,O
Sentence: 6,yang,,O
Sentence: 6,telah,,O
Sentence: 6,dibangun,,O
Sentence: 6,dan,,O
Sentence: 6,System,,B-METODE
Sentence: 6,Usability,,I-METODE
Sentence: 6,Scale,,I-METODE
Sentence: 6,(,,O
Sentence: 6,SUS,,O
Sentence: 6,),,O
Sentence: 6,untuk,,O
Sentence: 6,mengukur,,O
Sentence: 6,tingkat,,O
Sentence: 6,usability,,O
Sentence: 6,sebuah,,O
Sentence: 6,sistem.,,O
Sentence: 6,Berdasarkan,,O
Sentence: 6,hasil,,O
Sentence: 6,dari,,O
Sentence: 6,Black,,O
Sentence: 6,Box,,O
Sentence: 6,Testing,,O
Sentence: 6,",",,O
Sentence: 6,didapatkan,,O
Sentence: 6,bahwa,,O
Sentence: 6,sistem,,B-TEMUAN
Sentence: 6,sudah,,I-TEMUAN
Sentence: 6,berjalan,,I-TEMUAN
Sentence: 6,sesuai,,I-TEMUAN
Sentence: 6,dengan,,I-TEMUAN
Sentence: 6,fungsinya,,I-TEMUAN
Sentence: 6,dan,,O
